category,supplier_id,pos,spend,on_time_rate,defects_ppm,geo
APIs,SUP-0036,19,357359.19,1.0,40.10526315789474,0.28526315789473683
APIs,SUP-0037,16,295035.77,0.9375,70.5,0.351875
APIs,SUP-0038,16,261944.99,1.0,54.75,0.333125
APIs,SUP-0039,17,189664.55,1.0,45.294117647058826,0.29294117647058826
APIs,SUP-0040,9,195307.2,1.0,83.44444444444444,0.28777777777777774
APIs,SUP-0041,17,315964.0,1.0,55.94117647058823,0.3147058823529412
APIs,SUP-0042,19,277290.28,1.0,69.52631578947368,0.3026315789473684
APIs,SUP-0043,16,285550.25,0.875,58.125,0.30062500000000003
APIs,SUP-0044,15,252224.32,1.0,66.86666666666666,0.22933333333333333
APIs,SUP-0045,19,334578.33,1.0,40.89473684210526,0.28
APIs,SUP-0046,20,418083.42,1.0,62.4,0.2945
APIs,SUP-0047,23,358779.17,1.0,44.65217391304348,0.3139130434782609
APIs,SUP-0048,15,181985.05,1.0,65.13333333333334,0.306
APIs,SUP-0049,14,289094.97,0.7142857142857143,63.357142857142854,0.3071428571428571
APIs,SUP-0050,27,641694.66,0.9629629629629629,48.0,0.26481481481481484
APIs,SUP-0051,23,482968.34,1.0,52.0,0.3173913043478261
APIs,SUP-0052,19,333525.57,1.0,43.21052631578947,0.3310526315789474
APIs,SUP-0053,12,158448.91,1.0,41.666666666666664,0.2708333333333333
APIs,SUP-0054,16,229983.34,1.0,30.9375,0.3
APIs,SUP-0055,6,106780.64,1.0,86.0,0.26
APIs,SUP-0056,13,221229.21,0.9230769230769231,50.15384615384615,0.2753846153846154
APIs,SUP-0057,18,277522.17,1.0,54.0,0.35944444444444446
APIs,SUP-0058,16,303838.07,1.0,54.0625,0.311875
APIs,SUP-0059,18,292983.39999999997,1.0,57.94444444444444,0.34777777777777774
APIs,SUP-0060,18,424309.98,0.9444444444444444,62.94444444444444,0.32611111111111113
APIs,SUP-0061,17,286326.95,1.0,71.82352941176471,0.29470588235294115
APIs,SUP-0062,16,421885.9,1.0,56.5625,0.33
APIs,SUP-0063,11,233693.38,1.0,53.0,0.28818181818181815
APIs,SUP-0064,13,222538.75,1.0,53.53846153846154,0.22923076923076924
APIs,SUP-0065,18,247570.46,1.0,69.38888888888889,0.3244444444444444
APIs,SUP-0066,15,202612.17,0.9333333333333333,71.0,0.2693333333333333
APIs,SUP-0067,15,110293.79,0.9333333333333333,42.53333333333333,0.33
APIs,SUP-0068,18,328967.76,0.9444444444444444,46.888888888888886,0.2716666666666667
APIs,SUP-0069,25,668486.05,0.96,63.2,0.2596
APIs,SUP-0070,22,357058.98,0.5,99.18181818181819,0.29636363636363633
APIs,SUP-0071,13,205517.1,1.0,47.30769230769231,0.2953846153846154
APIs,SUP-0072,13,138904.95,1.0,44.15384615384615,0.29538461538461536
APIs,SUP-0073,15,290043.24,0.9333333333333333,51.733333333333334,0.324
APIs,SUP-0074,11,236246.53,1.0,55.81818181818182,0.35454545454545455
APIs,SUP-0075,12,260927.5,1.0,52.75,0.25916666666666666
APIs,SUP-0076,16,303802.01,0.9375,55.625,0.271875
APIs,SUP-0077,16,425604.43,0.875,55.25,0.234375
APIs,SUP-0078,19,359959.88,1.0,46.8421052631579,0.32052631578947366
APIs,SUP-0079,11,175150.25,0.9090909090909091,42.45454545454545,0.43636363636363634
APIs,SUP-0080,16,441056.31,0.9375,51.4375,0.34750000000000003
APIs,SUP-0081,18,284863.04,1.0,45.833333333333336,0.2816666666666667
APIs,SUP-0082,19,515376.25,1.0,73.10526315789474,0.3263157894736842
APIs,SUP-0083,20,547630.04,1.0,37.6,0.34700000000000003
APIs,SUP-0084,15,324418.07,1.0,42.06666666666667,0.35200000000000004
APIs,SUP-0085,16,224621.46,1.0,42.4375,0.241875
APIs,SUP-0086,13,202935.15,1.0,63.38461538461539,0.3076923076923077
APIs,SUP-0087,18,339847.78,0.9444444444444444,57.27777777777778,0.32166666666666666
APIs,SUP-0088,13,279735.74,0.9230769230769231,51.0,0.2976923076923077
APIs,SUP-0089,11,156445.2,0.9090909090909091,66.0,0.3
APIs,SUP-0090,14,275851.58999999997,1.0,54.285714285714285,0.30642857142857144
APIs,SUP-0091,13,328140.69,0.9230769230769231,59.15384615384615,0.28692307692307695
APIs,SUP-0092,13,204215.02000000002,1.0,34.84615384615385,0.31923076923076926
APIs,SUP-0093,20,369813.83,1.0,43.75,0.27349999999999997
APIs,SUP-0094,15,140540.56,1.0,58.53333333333333,0.30066666666666664
APIs,SUP-0095,19,301385.44,1.0,65.84210526315789,0.2794736842105263
APIs,SUP-0096,19,289307.54000000004,0.5263157894736842,102.15789473684211,0.30105263157894735
APIs,SUP-0097,15,276526.91000000003,1.0,44.46666666666667,0.272
APIs,SUP-0098,17,253189.07,0.9411764705882353,34.470588235294116,0.3135294117647059
APIs,SUP-0099,15,213771.79,1.0,52.0,0.3046666666666667
APIs,SUP-0100,13,236348.16,1.0,55.23076923076923,0.3630769230769231
APIs,SUP-0101,20,317313.81,1.0,58.35,0.236
APIs,SUP-0102,19,377437.04,1.0,43.526315789473685,0.2905263157894737
APIs,SUP-0103,21,284716.86,1.0,43.476190476190474,0.3142857142857143
APIs,SUP-0104,13,377899.45,0.9230769230769231,52.69230769230769,0.3007692307692308
APIs,SUP-0105,21,188591.35,1.0,55.61904761904762,0.2690476190476191
APIs,SUP-0106,17,338177.67000000004,0.9411764705882353,44.64705882352941,0.2929411764705882
APIs,SUP-0107,29,541163.14,1.0,40.55172413793103,0.29758620689655174
APIs,SUP-0108,13,560258.01,0.9230769230769231,38.30769230769231,0.2946153846153846
APIs,SUP-0109,21,357599.35,1.0,56.23809523809524,0.2661904761904762
APIs,SUP-0110,7,218665.62,1.0,41.142857142857146,0.2571428571428572
APIs,SUP-0111,17,132936.04,1.0,53.529411764705884,0.28764705882352937
APIs,SUP-0112,15,187692.56,0.9333333333333333,64.4,0.3253333333333333
APIs,SUP-0113,15,217362.13999999998,1.0,52.06666666666667,0.284
APIs,SUP-0114,17,288813.95,0.9411764705882353,49.1764705882353,0.3123529411764706
APIs,SUP-0115,20,346740.23,1.0,38.9,0.335
APIs,SUP-0116,21,427194.56,1.0,40.333333333333336,0.2690476190476191
APIs,SUP-0117,13,151092.62,1.0,72.92307692307692,0.27384615384615385
APIs,SUP-0118,17,351845.32,1.0,77.82352941176471,0.27705882352941175
APIs,SUP-0119,12,224539.78,1.0,50.666666666666664,0.34833333333333333
APIs,SUP-0120,19,513518.16,1.0,34.8421052631579,0.26263157894736844
APIs,SUP-0121,13,244618.69,1.0,50.0,0.31153846153846154
APIs,SUP-0122,17,414384.52,1.0,60.705882352941174,0.3058823529411765
APIs,SUP-0123,13,363984.75,0.9230769230769231,72.38461538461539,0.2692307692307692
APIs,SUP-0124,17,248285.66,1.0,56.8235294117647,0.3058823529411765
APIs,SUP-0125,19,620285.01,1.0,57.94736842105263,0.3026315789473684
APIs,SUP-0126,20,347637.66000000003,1.0,37.9,0.301
APIs,SUP-0127,16,274450.59,0.9375,45.0625,0.293125
APIs,SUP-0128,14,180958.76,1.0,45.57142857142857,0.3007142857142857
APIs,SUP-0129,15,332052.26,1.0,49.2,0.3093333333333333
APIs,SUP-0130,12,155210.86,0.9166666666666666,45.083333333333336,0.33499999999999996
APIs,SUP-0131,23,314784.55,1.0,43.52173913043478,0.3169565217391304
APIs,SUP-0132,14,175870.51,1.0,59.42857142857143,0.3028571428571429
APIs,SUP-0133,16,242003.97,1.0,43.9375,0.293125
APIs,SUP-0134,11,204469.87,1.0,47.90909090909091,0.31636363636363635
APIs,SUP-0135,17,192774.61,0.9411764705882353,64.88235294117646,0.2752941176470588
APIs,SUP-0136,10,218006.26,0.9,106.5,0.254
APIs,SUP-0137,16,315075.05,0.875,91.6875,0.29125
APIs,SUP-0138,12,201722.64,1.0,43.666666666666664,0.33666666666666667
APIs,SUP-0139,17,313588.58,1.0,58.588235294117645,0.2811764705882353
APIs,SUP-0140,17,445761.68,0.9411764705882353,93.6470588235294,0.2982352941176471
APIs,SUP-0141,15,190108.84,1.0,39.4,0.31133333333333335
APIs,SUP-0142,10,103951.93,0.9,34.4,0.366
APIs,SUP-0143,19,249349.33,1.0,45.89473684210526,0.28210526315789475
APIs,SUP-0144,14,269767.3,1.0,50.642857142857146,0.27714285714285714
APIs,SUP-0145,22,479952.24,1.0,61.63636363636363,0.31318181818181823
APIs,SUP-0146,19,350205.92,1.0,65.15789473684211,0.3336842105263158
APIs,SUP-0147,9,143130.5,1.0,57.44444444444444,0.3277777777777778
APIs,SUP-0148,18,299455.08999999997,1.0,73.83333333333333,0.26944444444444443
APIs,SUP-0149,9,103468.22,1.0,50.22222222222222,0.2188888888888889
APIs,SUP-0150,11,134858.08,1.0,55.72727272727273,0.2690909090909091
APIs,SUP-0151,17,273596.13,1.0,49.88235294117647,0.4111764705882353
APIs,SUP-0152,12,132012.39,1.0,39.333333333333336,0.23666666666666666
APIs,SUP-0153,18,312111.91,0.9444444444444444,37.611111111111114,0.3516666666666667
APIs,SUP-0154,11,235488.97,0.9090909090909091,42.72727272727273,0.35545454545454547
APIs,SUP-0155,20,479113.74,1.0,42.6,0.267
APIs,SUP-0156,16,308968.4,0.9375,39.125,0.27375
APIs,SUP-0157,21,712403.07,0.9523809523809523,33.333333333333336,0.29333333333333333
APIs,SUP-0158,22,263087.36,1.0,65.13636363636364,0.3009090909090909
APIs,SUP-0159,13,236536.41999999998,0.9230769230769231,48.84615384615385,0.3038461538461539
APIs,SUP-0160,16,243561.15,0.9375,32.875,0.343125
APIs,SUP-0161,13,230681.72999999998,0.9230769230769231,58.84615384615385,0.2907692307692308
APIs,SUP-0162,18,217410.86000000002,1.0,38.111111111111114,0.29833333333333334
APIs,SUP-0163,11,156117.3,0.9090909090909091,48.63636363636363,0.24000000000000002
APIs,SUP-0164,19,287995.42,0.9473684210526315,61.36842105263158,0.3063157894736842
APIs,SUP-0165,16,216174.32,0.9375,45.4375,0.258125
APIs,SUP-0166,27,350580.82,1.0,36.888888888888886,0.3118518518518518
APIs,SUP-0167,21,355544.76,1.0,53.42857142857143,0.3
APIs,SUP-0168,16,430476.53,1.0,39.1875,0.221875
APIs,SUP-0169,13,195178.23,1.0,46.15384615384615,0.3376923076923077
APIs,SUP-0170,16,326868.89,1.0,50.375,0.311875
APIs,SUP-0171,16,191995.68,0.9375,60.0625,0.31375
APIs,SUP-0172,13,166021.88999999998,1.0,66.46153846153847,0.3423076923076923
APIs,SUP-0173,11,122528.83,1.0,46.18181818181818,0.3054545454545455
APIs,SUP-0174,15,317691.92,1.0,58.06666666666667,0.33399999999999996
APIs,SUP-0175,6,95005.22,1.0,77.0,0.28833333333333333
APIs,SUP-0176,15,216610.96,1.0,53.333333333333336,0.29333333333333333
APIs,SUP-0177,21,469635.07,1.0,53.04761904761905,0.3647619047619048
APIs,SUP-0178,17,178364.35,1.0,65.70588235294117,0.3064705882352941
APIs,SUP-0179,17,288863.38,1.0,65.17647058823529,0.3694117647058824
APIs,SUP-0180,13,169819.66999999998,1.0,89.84615384615384,0.2492307692307692
APIs,SUP-0181,20,297608.89,1.0,43.8,0.275
APIs,SUP-0182,11,187251.69,1.0,31.90909090909091,0.3727272727272727
APIs,SUP-0183,23,292772.2,0.9565217391304348,53.47826086956522,0.3373913043478261
APIs,SUP-0184,16,335950.85000000003,1.0,45.75,0.261875
APIs,SUP-0185,19,279890.45,0.9473684210526315,77.57894736842105,0.3121052631578947
APIs,SUP-0186,17,387362.47,1.0,71.05882352941177,0.34
APIs,SUP-0187,17,236086.53,1.0,51.1764705882353,0.3394117647058823
APIs,SUP-0188,14,259054.73,1.0,52.357142857142854,0.3607142857142857
APIs,SUP-0189,12,274195.16000000003,1.0,61.25,0.2866666666666667
APIs,SUP-0190,17,279363.76,1.0,56.88235294117647,0.2829411764705882
APIs,SUP-0191,18,202764.85,1.0,46.333333333333336,0.3605555555555556
APIs,SUP-0192,12,210982.07,1.0,33.666666666666664,0.30416666666666664
APIs,SUP-0193,19,274367.54,1.0,47.68421052631579,0.3621052631578947
APIs,SUP-0194,11,155803.27,1.0,34.63636363636363,0.2281818181818182
APIs,SUP-0195,15,313958.41000000003,1.0,72.73333333333333,0.30400000000000005
APIs,SUP-0196,14,166721.93,1.0,37.285714285714285,0.29000000000000004
APIs,SUP-0197,17,426394.41,1.0,49.705882352941174,0.26411764705882357
APIs,SUP-0198,20,434543.9,0.95,31.4,0.313
APIs,SUP-0199,28,529102.81,1.0,48.82142857142857,0.3082142857142857
APIs,SUP-0200,12,625749.46,1.0,56.5,0.25166666666666665
APIs,SUP-0201,10,172432.41,1.0,29.9,0.33999999999999997
APIs,SUP-0202,11,203857.48,1.0,65.63636363636364,0.31272727272727274
APIs,SUP-0203,10,166872.59,1.0,39.5,0.318
APIs,SUP-0204,17,307223.74,0.9411764705882353,60.705882352941174,0.24705882352941178
APIs,SUP-0205,15,349203.06,1.0,54.93333333333333,0.2866666666666667
APIs,SUP-0206,20,462601.54,0.95,71.4,0.3065
APIs,SUP-0207,25,454926.16,0.92,63.52,0.29359999999999997
APIs,SUP-0208,17,310466.87,0.9411764705882353,69.0,0.2511764705882353
APIs,SUP-0209,24,488267.82,1.0,52.875,0.3566666666666667
APIs,SUP-0210,15,282329.33,1.0,47.266666666666666,0.33266666666666667
APIs,SUP-0211,18,282339.58,1.0,44.333333333333336,0.3133333333333333
APIs,SUP-0212,18,458367.45,1.0,38.72222222222222,0.33944444444444444
APIs,SUP-0213,15,289059.39,1.0,45.6,0.25866666666666666
APIs,SUP-0214,13,177700.2,1.0,41.15384615384615,0.33999999999999997
APIs,SUP-0215,16,210106.24,1.0,68.75,0.33625
APIs,SUP-0216,16,205862.63,1.0,38.875,0.35
APIs,SUP-0217,21,277930.33,1.0,43.0,0.3295238095238095
APIs,SUP-0218,17,190306.24,0.9411764705882353,66.52941176470588,0.2605882352941176
APIs,SUP-0219,14,157123.93,1.0,70.85714285714286,0.2792857142857143
APIs,SUP-0220,16,322248.54,1.0,40.4375,0.294375
APIs,SUP-0221,22,339704.23,1.0,50.40909090909091,0.31272727272727274
APIs,SUP-0222,18,177399.11,1.0,74.55555555555556,0.28
APIs,SUP-0223,21,301947.2,1.0,41.476190476190474,0.2628571428571429
APIs,SUP-0224,17,230691.13,0.9411764705882353,32.76470588235294,0.29352941176470587
APIs,SUP-0225,16,212152.38,0.9375,58.875,0.311875
APIs,SUP-0226,16,243069.8,1.0,88.5,0.28
APIs,SUP-0227,16,288170.57,1.0,39.5625,0.30875
APIs,SUP-0228,15,318766.82,1.0,42.0,0.338
APIs,SUP-0229,13,271294.24,1.0,51.61538461538461,0.30538461538461537
APIs,SUP-0230,20,245460.98,1.0,45.8,0.3315
APIs,SUP-0231,17,338072.55,1.0,43.11764705882353,0.37529411764705883
APIs,SUP-0232,17,233254.06,1.0,79.17647058823529,0.33176470588235296
APIs,SUP-0233,18,241799.1,1.0,55.111111111111114,0.2711111111111111
APIs,SUP-0234,18,417125.97,1.0,49.05555555555556,0.3138888888888889
APIs,SUP-0235,34,672666.7,1.0,63.38235294117647,0.3079411764705883
APIs,SUP-0236,21,274238.69,1.0,45.476190476190474,0.3323809523809524
APIs,SUP-0237,12,184973.84,1.0,62.166666666666664,0.35833333333333334
APIs,SUP-0238,16,433645.91000000003,1.0,39.4375,0.32
APIs,SUP-0239,17,365633.66,1.0,53.705882352941174,0.27999999999999997
APIs,SUP-0240,13,182252.55,1.0,41.07692307692308,0.38461538461538464
APIs,SUP-0241,13,167628.13,1.0,63.84615384615385,0.3
APIs,SUP-0242,15,261562.72,1.0,49.13333333333333,0.31933333333333336
APIs,SUP-0243,14,199657.66,0.9285714285714286,62.5,0.2928571428571428
APIs,SUP-0244,27,412942.72,0.9629629629629629,68.66666666666667,0.3451851851851852
APIs,SUP-0245,14,301332.9,1.0,54.214285714285715,0.325
APIs,SUP-0246,17,327444.13,1.0,62.94117647058823,0.2952941176470588
APIs,SUP-0247,22,298538.15,0.9545454545454546,63.63636363636363,0.28363636363636363
APIs,SUP-0248,19,345677.38,1.0,53.421052631578945,0.3410526315789474
APIs,SUP-0249,22,283986.56,1.0,44.72727272727273,0.30136363636363633
APIs,SUP-0250,15,362438.43,1.0,56.4,0.35666666666666663
APIs,SUP-0251,14,244061.38,1.0,39.642857142857146,0.3
APIs,SUP-0252,15,326579.2,1.0,47.666666666666664,0.3446666666666667
APIs,SUP-0253,15,129166.52,1.0,54.333333333333336,0.3313333333333333
APIs,SUP-0254,16,357541.57,1.0,60.125,0.34875
APIs,SUP-0255,18,261837.86,1.0,49.111111111111114,0.3244444444444444
APIs,SUP-0256,16,309194.39,1.0,44.4375,0.29
APIs,SUP-0257,7,116411.53,0.7142857142857143,51.285714285714285,0.3071428571428571
APIs,SUP-0258,9,205736.65,0.8888888888888888,57.111111111111114,0.35555555555555557
APIs,SUP-0259,18,323862.37,0.9444444444444444,41.388888888888886,0.2644444444444444
APIs,SUP-0260,15,290483.4,1.0,38.333333333333336,0.2853333333333333
APIs,SUP-0261,14,156608.41,1.0,31.0,0.24785714285714286
APIs,SUP-0262,16,351888.15,1.0,52.875,0.230625
APIs,SUP-0263,13,247137.29,1.0,50.46153846153846,0.29538461538461536
APIs,SUP-0264,20,436832.52,1.0,50.1,0.3525
APIs,SUP-0265,9,201896.48,0.8888888888888888,53.111111111111114,0.25555555555555554
APIs,SUP-0266,20,223327.75,1.0,57.65,0.277
APIs,SUP-0267,16,264389.34,1.0,31.9375,0.2475
APIs,SUP-0268,13,209365.13,1.0,75.76923076923077,0.33461538461538465
APIs,SUP-0269,23,366816.19,0.9565217391304348,63.65217391304348,0.3456521739130435
APIs,SUP-0270,20,236943.45,0.95,51.75,0.341
APIs,SUP-0271,15,135834.86,1.0,74.0,0.4
APIs,SUP-0272,17,217763.18,1.0,56.05882352941177,0.2917647058823529
APIs,SUP-0273,16,363125.38,1.0,83.625,0.3675
APIs,SUP-0274,12,271384.29,0.9166666666666666,59.666666666666664,0.3175
APIs,SUP-0275,20,308752.4,1.0,81.1,0.3405
APIs,SUP-0276,18,281309.28,1.0,71.55555555555556,0.2788888888888889
APIs,SUP-0277,24,226129.65,0.9583333333333334,50.5,0.3045833333333333
APIs,SUP-0278,17,302419.57,1.0,46.529411764705884,0.27058823529411763
APIs,SUP-0279,16,251372.29,1.0,53.375,0.28375
APIs,SUP-0280,13,180284.46,1.0,30.384615384615383,0.25384615384615383
APIs,SUP-0281,19,376451.32,1.0,31.894736842105264,0.3363157894736842
APIs,SUP-0282,8,118722.64000000001,1.0,29.125,0.2875
APIs,SUP-0283,14,339257.5,0.9285714285714286,63.642857142857146,0.34142857142857147
APIs,SUP-0284,12,184113.22,0.9166666666666666,53.666666666666664,0.32
APIs,SUP-0285,16,211309.46,0.875,33.6875,0.388125
APIs,SUP-0286,19,486483.87,1.0,55.473684210526315,0.2847368421052632
APIs,SUP-0287,9,243179.28999999998,1.0,37.77777777777778,0.36333333333333334
APIs,SUP-0288,11,86917.27,0.9090909090909091,66.0,0.28272727272727277
APIs,SUP-0289,12,272048.07,0.9166666666666666,53.083333333333336,0.29833333333333334
APIs,SUP-0290,23,306438.19,0.9565217391304348,49.26086956521739,0.31086956521739134
APIs,SUP-0291,12,224752.74,1.0,24.416666666666668,0.3
APIs,SUP-0292,18,412207.96,1.0,46.166666666666664,0.30944444444444447
APIs,SUP-0293,14,229353.03999999998,0.8571428571428571,69.42857142857143,0.2885714285714286
APIs,SUP-0294,21,314043.48,0.9523809523809523,63.904761904761905,0.27904761904761904
APIs,SUP-0295,14,194636.38,1.0,65.28571428571429,0.2842857142857143
APIs,SUP-0296,16,341015.67,0.9375,40.3125,0.285625
APIs,SUP-0297,17,358049.82,1.0,36.11764705882353,0.3247058823529412
APIs,SUP-0298,18,333064.4,1.0,41.0,0.3433333333333333
APIs,SUP-0299,16,263760.12,1.0,63.8125,0.28875
APIs,SUP-0300,22,560257.97,1.0,51.45454545454545,0.3090909090909091
APIs,SUP-0301,16,166331.49,1.0,51.75,0.2325
APIs,SUP-0302,16,171746.5,1.0,44.5,0.373125
APIs,SUP-0303,7,100618.51000000001,1.0,55.857142857142854,0.25857142857142856
APIs,SUP-0304,11,188973.72,0.9090909090909091,68.54545454545455,0.2809090909090909
APIs,SUP-0305,18,411540.66,0.9444444444444444,45.666666666666664,0.3422222222222222
APIs,SUP-0306,17,266663.37,1.0,51.294117647058826,0.36588235294117644
APIs,SUP-0307,18,523786.81,0.9444444444444444,79.94444444444444,0.3044444444444444
APIs,SUP-0308,17,290259.23,1.0,51.94117647058823,0.35352941176470587
APIs,SUP-0309,20,211959.06,1.0,44.8,0.2495
APIs,SUP-0310,10,199578.47999999998,1.0,43.4,0.309
APIs,SUP-0311,13,212857.14,1.0,78.0,0.2676923076923077
APIs,SUP-0312,15,282320.32,0.8,88.46666666666667,0.32733333333333337
APIs,SUP-0313,20,310341.23,1.0,53.3,0.31
APIs,SUP-0314,20,480573.76,0.95,45.55,0.308
APIs,SUP-0315,23,394149.99,1.0,48.869565217391305,0.3069565217391304
APIs,SUP-0316,10,140776.64,0.8,33.6,0.33399999999999996
APIs,SUP-0317,27,505680.96,0.9629629629629629,51.7037037037037,0.3288888888888889
APIs,SUP-0318,14,209177.65,0.9285714285714286,43.42857142857143,0.36714285714285716
APIs,SUP-0319,11,234115.7,1.0,55.54545454545455,0.3472727272727273
APIs,SUP-0320,19,322255.44,1.0,54.10526315789474,0.32
APIs,SUP-0321,18,422742.93,0.8888888888888888,60.72222222222222,0.29500000000000004
APIs,SUP-0322,13,333532.31,0.9230769230769231,73.76923076923077,0.31153846153846154
APIs,SUP-0323,11,267293.46,1.0,40.0,0.31272727272727274
APIs,SUP-0324,22,310756.56,1.0,54.95454545454545,0.32363636363636367
APIs,SUP-0325,15,242781.52000000002,1.0,52.666666666666664,0.31
APIs,SUP-0326,16,375025.16,0.9375,66.125,0.3725
APIs,SUP-0327,12,389739.35,1.0,54.583333333333336,0.23083333333333333
APIs,SUP-0328,21,703886.44,1.0,38.333333333333336,0.2761904761904762
APIs,SUP-0329,19,283268.51,0.9473684210526315,42.89473684210526,0.31526315789473686
APIs,SUP-0330,22,453924.98,0.9545454545454546,45.77272727272727,0.3290909090909091
APIs,SUP-0331,10,222371.04,1.0,50.5,0.40499999999999997
APIs,SUP-0332,16,486761.72,0.3125,96.5,0.3175
APIs,SUP-0333,18,342556.27999999997,1.0,47.55555555555556,0.30166666666666664
APIs,SUP-0334,15,135689.59,1.0,52.733333333333334,0.302
APIs,SUP-0335,13,304150.39,1.0,75.07692307692308,0.35
APIs,SUP-0336,14,349632.08,1.0,46.0,0.27999999999999997
APIs,SUP-0337,12,94846.28,1.0,76.75,0.375
APIs,SUP-0338,13,210569.06,1.0,41.38461538461539,0.35615384615384615
APIs,SUP-0339,16,417285.95999999996,1.0,38.0,0.289375
APIs,SUP-0340,16,346168.8,1.0,52.4375,0.27375
APIs,SUP-0341,15,192182.71,0.9333333333333333,34.8,0.22733333333333333
APIs,SUP-0342,14,240650.83,0.9285714285714286,59.714285714285715,0.32357142857142857
APIs,SUP-0343,16,258561.93,1.0,52.1875,0.30062500000000003
APIs,SUP-0344,14,168520.76,1.0,86.28571428571429,0.2885714285714286
APIs,SUP-0345,21,297908.36,0.9523809523809523,45.285714285714285,0.2623809523809524
APIs,SUP-0346,18,404859.79,0.9444444444444444,41.5,0.3222222222222222
APIs,SUP-0347,15,216463.0,1.0,32.733333333333334,0.2733333333333333
APIs,SUP-0348,15,241294.43,1.0,65.13333333333334,0.348
APIs,SUP-0349,15,142574.15,1.0,58.266666666666666,0.268
APIs,SUP-0350,16,209367.9,1.0,71.375,0.35750000000000004
APIs,SUP-0351,15,317036.66,1.0,50.2,0.35866666666666663
APIs,SUP-0352,16,290035.81,0.9375,33.6875,0.3475
APIs,SUP-0353,16,227289.64,0.9375,47.25,0.345625
APIs,SUP-0354,16,184903.13999999998,1.0,47.6875,0.28250000000000003
APIs,SUP-0355,27,462467.57,0.9629629629629629,36.629629629629626,0.31629629629629624
APIs,SUP-0356,14,214459.85,1.0,34.785714285714285,0.37928571428571434
APIs,SUP-0357,17,337638.13,0.9411764705882353,55.0,0.35411764705882354
APIs,SUP-0358,16,365496.97000000003,1.0,38.5625,0.315
APIs,SUP-0359,16,264900.96,1.0,66.4375,0.293125
APIs,SUP-0360,17,451417.05,0.9411764705882353,82.29411764705883,0.2858823529411765
APIs,SUP-0361,13,204177.02,0.9230769230769231,65.84615384615384,0.3092307692307692
APIs,SUP-0362,14,204828.16,0.9285714285714286,41.0,0.34071428571428575
APIs,SUP-0363,10,116588.37999999999,1.0,42.9,0.258
APIs,SUP-0364,12,135778.11000000002,1.0,64.66666666666667,0.21833333333333335
APIs,SUP-0365,16,238811.98,1.0,47.125,0.291875
APIs,SUP-0366,7,199941.41,0.8571428571428571,58.0,0.26857142857142857
APIs,SUP-0367,17,305454.38,1.0,42.1764705882353,0.3447058823529412
